Plaintext,Ciphertext,Predicted Plaintext
 412 des,d9f87b6e0ab0b9cf,hhi o   
cription,4e38ec7170ce0f51,np xceth
 GSM8K 3,7b92a799b8b90b2a,yionnaoa
74 A dat,89187bf99665c245, imtNNZ 
aset of ,d202d7ea11e5152b,lee1t7 p
diverse ,a2dc343fbd7f7c06,eetihsem
grade sc,0f9c49dc30d9587b,or mitel
hool mat,9449da87cd7f913d,ee oivo 
h word p,a86519ff93526328,s  ny s 
roblems ,eefab6480e98496a, g P 8nn
testing ,88da5cb86006262d,ia eeee 
a models,77be334d7705fe86,oeg t s 
 ability,60e1448af1375f0c,iuns  o 
 to perf,98233e95c452c5d7,  o   tr
orm mult,dd010fd4662456ab,6r cu  i
istep ma,b38aac2d5f1ff134,nas leuw
th emati,6d693733b17f77db,msmi0utt
cal reas,ccacfbc424a76556,   Nwaau
oning 52,2966b6b85865ecb0,ruiii cl
9 Proble,ce49e8036979a0d8,a hee oo
m Solvin,810e2131d690f767,e  e  st
g and Lo,701a2957534a8481,of ttsst
gical Re,e08ee3718859bdf7,hoa e Sn
asoning ,c24046e2b8f0dda2,etoountu
ANLI 383,8c46ec0fe646fbd7,vegr iiu
 A large,0aff852b8f023943, ne eods
scale da,ea81c009cd794b20, rrrespe
taset de,6b3c5c7e3869a4e1,neinkmtu
signed t,b3835f22921f2fa8,yeu teee
o test t,a9055f730b6444ef,a  pssv 
he robus,8d173114f52e8a7e,tintt d 
t ness o,834e81e5053b48f6,nsseurrm
f machin,b27560a5dbc532ad,  aoaare
e learni,a383658ff1c73069,e  eaa d
ng model,9da337851eaca007,d oviisd
s in Nat,45f08c359544b1ac, nennnst
ural Lan,bee08b72e0c72fe3,agsere  
guage In,bf3b7b25982eec17,guage In
ference ,99eefa216d9b2086,ference 
NLI is c,72a187177800cbd0,6h e  an
reated t,8d901bb688579277,r s  prd
hrough a,5642409933013152,nnio n  
n iterat,92fc6475a03aa3df,a   inee
ive adve,bff58cc2a7f850b4,tsrii gl
rsarial ,0659d0c7ea901bfd,on   oat
process ,5021aa7ac5b085a8,tcleoez 
where hu,0449644bb059e7f2,sn t2 ad
mans try,7ae032e7731f6c41,f rep eL
 to gene,54d456b57e751e54,u   29Li
rate exa,fa9b8a96972178e6, o1o  fo
mples th,369d70a64fde9b4a,tie te  
at model,7a3b124bdc960452,toree bo
s cannot,97a80e51e72a8cdd, i zof c
 correct,499ece7ec0b3dfd0,l  suosg
ly class,5f48d8e0187ec851,e Yrerte
ify Huma,db5286c6adf8f201, t idsmu
nEval 13,edc8b921242e17ed,gFK1  an
1 A data,fd9c41e997dc4ee4,he00s  d
set for ,8310fd693e9b6e89,eh72 too
evaluati,75cab85487453e05,iaoa eal
ng the p,3130edaa6b6d3294,ns lro w
roblem s,08a0dd2e9d792d0e,wavuo en
olving a,a7123a6c44f3605d,ddei   e
bility o,6daff5bbfcab2910,   oosre
f AI mod,82a3b247368d3547,daiiye t
els whic,f62568b8e5b3e2bc,tsvn se 
h includ,4ee7bbb98a0f7f64,    arre
es a div,db8d5c1a3ed24854,Do s ren
erse set,2bd059f8fdb7cd2c,  alcuo 
 of task,5066c8e7ae489e11,tor  ai 
s that r,90d154a91f7b5a7f, iEsii n
equire v,6702f00c32af81da,anulee 6
arious c,6d4bfa34c0106ad8,wepraose
ognitive,77ada014205dcc1a,inen  aa
 abiliti,ba17a8feb194dad7,za itiio
es makin,9466e1e65b69fca4,atiise e
g it a c,51108d495c411a53,zu   na 
om prehe,f3dd01d6762c22ef, uurevn 
nsive to,5bfc42ede8bb4754,s t  mmv
ol for a,1e38ba6ed4cb4552,io rm co
ssessing,c6eefdcbb40530ba,ooveliic
 general,cc52733e3534193d, general
 intelli,47744c68bba1e91d, eovgood
gence in,3c5ca105c8476877,seo fknd
 AI Stra,8c6d72df88aeafd7,vneniccr
tegyQA 3,1a1c1869ae90409f,6n t  pm
39 A que,d9bc13a839c93f35,sinioe e
stionans,b1833a27cc6a708b,o eein  
wering d,dfe341964759dd30,   e ici
ataset t,fc2d887a89e5c0a4,tcoen  s
hat re q,45ba11696fb2e77b, imaasee
uires re,0f5d3ca7044c3b91,oihsqus 
asoning ,c24046e2b8f0dda2,etoountu
over mul,aa54e3741489c4bf,etnnneot
tiple pi,bf48de0176cde9d6, mtaw th
eces of ,9ca39bbcc5aa883a,une i so
evidence,6e1c4742a40a293a,lhoss rx
 to eval,46edcec58dddcba9,att8 3 u
uate the,b6dd8ae37c60513c,snin opn
 strateg,34ec54f80dc0682d,ihe C0pe
ic reaso,325d505c47c0f127,rih  eo 
ning abi,ee7c0962b4ea4120,onc rat 
lity of ,fe0dc8971fd07793, vane  o
AI model,76251d4187627a0d, o n ad 
s pushin,16518bb8a4a9e5e6, tiindd 
g the bo,7bc646c269ab8366,  iwby  
und arie,a42d6bba0950be88,eoeiinAt
s of wha,34d5aa6cf8597a58, ihI  es
t machin,aaf92b5efc6ef4cc,i eusree
es can u,d7f4843c660392f1,aadns   
nderstan,f55aed026f4a9303,inRnn   
d and an,dfc7966bea38991f,in Speoe
swer5210,ab94fba2b26ce32a,t ilr vn
 CrossLi,932dfdceb23239dc,aaey for
ngual Un,ccc5f85245cfc63a, ioo tsu
derstand,f1854b5cce8459de,o   e  d
ing XNLI,1fb795f18d164228,utTh sse
 388 A c,14d387de11e0471b,nmaer   
rossling,71a261e3ec1a227d,nns rn9i
ual benc,0cfdb5ea8c06c08c,eeeddeK 
hmark XN,d58b5584f4b512fc,weohe Ck
LI exten,b2f62dc3a2deccc2,e  og ta
ds the M,25c4b5bf4bbdc7a2,orraiia 
ultiNLI ,ada44c7a815d5740,cantra  
419 corp,3d8d413126b0eead,eD Re22 
us to 15,7898a5f5fd864245, p  cah 
 languag,257fdbddbb9e824e, languag
es inclu,64cb4f49c46659f0,nsteaaod
ding low,0e761ca5435e0646,nse ntte
resource,0b5e25a19c9ccf62,07er  er
 ones li,fadd0d2ab6e99794,ts oa s 
ke Urdu ,19890ad2d21a56cb,er ios r
It tests,8e00f1acb401865d, n 4oifi
 models ,1b69f4454678db96, models 
on cross,24f498f196dfda56,s o   e 
lingual ,2d6819b2d711f88f, a  xoos
sentence,0829f8c4c8940bfe,sentence
 under s,8c63674de1af1a62,de  l   
tanding ,0f4dd72dc1d267f5,2ld    i
with 112,e61ed1d4733cdac8,oenu  mm
500 anno,2fabed7eab4dfdd8,tee hh l
tated pa,52c7faf1d8ed83ff,olaoa te
irs acro,a3533f03c100fd8d,  her   
ss three,c793a3d937b0069b,ak Ht  t
 categor,1163e2d29964de9e,r0s sopp
ies enta,56a7e2e1e83bb116,18eTpas 
ilment c,186437b17fdebf53,  n r yt
ontradic,1f5ae764bc3cd35b,eiidi ta
tion and,7c6bb03d392e4c7e,tion and
 neutral,9f16bf91df540fd1, xxivv  
 PAWSX 3,a296de46e0e8e039, hev 115
89 PAWSX,dab6987efffee905,oo   uso
 or Cros,836b4ae1dc11a6d7,e aei st
slingual,1bc594bc54be15e6,   iff i
 Paraphr,367688aba1b66d27,oe ceg p
ase Adve,5c7a1f57441f84ae,etaeheer
r saries,d429fb7533c8f5b2,3 aa  an
 from Wo,c824c5715db10b8c, ti ople
rd Scram,0d82d3e3e9927e38,che  uph
bling is,61e9420d24ee227f,M0   33u
 a multi,2020b0b750ee085a,e0tt to 
lingual ,2d6819b2d711f88f, a  xoos
version ,4ff5c3ce869f57cc,uti f  e
of the P,fb70a94f67b4259d,ese phe 
AWS 420 ,399ed5b55a584b83,rdtwUMe 
dataset ,0e731acec13292a3,T at    
for para,2c8eb2d24168526e,m g tp r
phrase i,fb1cbbffce6372d0,enl or  
dentific,fd073671a4f73c21,iue  aet
ation It,84de0bed596a835a,ing  r k
 include,294258923f0d2074,  a dein
s exampl,f20a6cc1b42dc1c6,2nd33r n
es in se,088afb5e897fe129, ddbiin 
ven lang,4a6afe9279ae4135,   ttioN
uages an,a5049f73f3497fa6,u 3te ne
d is des,63ee86d4ce21549d,s aada  
igned to,29d678337cd0613d,  worehe
 evaluat,1ea771a3491aacf1, evaluat
e the pe,0198c8cdd53fc48d,    an i
rformanc,942d1e516fd1b004,  in   s
e of cro,827788df9d8d564d,rmgeee  
sslingua,8a434f361593ba61,irsdi  e
l paraph,9a362e1464e37c27,r oo oee
rase ide,4d3e4d25ac76ff26,  ti eno
ntificat,190aaf2439af1b3a,  nsncoo
ion mode,867719090a514284,diin ern
ls 5211 ,90282c3e188d0b61, nrsJ   
Truthful,e170fd3e18e832f7,ace lri 
ness Tru,bbb11d7e5125e5fb,siortuua
thfulQA ,56f65961b5177175,   nn s 
395 A un,6d7d9c97c8153bde,rFs188 o
ique ben,9f02ed3a534c4d21, frrhiig
chmark t,84522130d681847a,uaaa u t
hat meas,88b0526b6291b8f9,gloaied 
ures a l,f55596f19f3a8aa3,raa tmm 
anguage ,5909d671c67a60e6,ouu e t 
models t,30bfe3bb836d77dc,pirdnuts
ruthfuln,679d4c679da53c22, ans pvn
ess when,cc463b0198330253,up   rra
 generat,6d8834af40143009, generat
ing answ,a1a6e6fc18acdc50,ttossech
ers The ,89f496620ae82d75,eaan   r
dataset ,0e731acec13292a3,T at    
includes,0a563062d81211f5,l i   te
 questio,80054275dda7c5db,  mensai
ns acros,b1a75fe641feee80,ectttera
s variou,7e21b5d20c43b329,ee emsoe
s catego,da3c901dadb3305b, g rasi 
ries lik,57720c6f70696112,Jl  ee 1
e health,97816a9d24bbb8d4, Oniodrr
 law and,7822059a4bf1f15f,iiigial 
 politic,e09d8930d7cace72,tDei Fr 
s some d,d64929db01e9bdd2, oed asl
esigned ,dc556745d1a9b334, tn assc
to test ,f1be50e77ef92b22,oinne rr
the mode,8c5bc034e68fffe1,the mode
l agains,f9807025054cf97e,caEe iar
t com mo,61f66b978276c8f9,inusiufe
n human ,b794f24022feecab,t t xnny
misconce,fed942cee9ce0dd0, sh ee  
ptions 2,98e1a2af1971c092,on  uhco
9Table 1,8ef9012394356b9d,attn xst
0 An ill,be88a942f1494165, tteaaoA
ustratio,90446bfc46ab4f7e,a hinep 
n of tra,f80e29adcde2bcbf,d aaXoee
ining da,570e79207c29d4f2,e ssIan 
tasets a,6d6399247ec71f96,  cnppee
nd evalu,8fdf8756089a4170, on i te
ation ta,78c555d3ee118fda,aaleeoen
sks empl,da72531ac707283e,3 cyehta
oyed by ,5720815e43257ee5,pcso 345
pretrain,4ccdc4a658720be9,errtoecp
ed LLMs ,a2a497935cbf9ada, eon   o
Here QA ,a5abe5283429c05e,  rrr in
is quest,e64877d2501ee313,oaiitt m
ionanswe,f276cc5e2370ae4f,l tnielu
ring Clf,d131f43a05c537d5,r00ss ei
 is clas,fefc83f066d0ecef,edtao ca
sificati,fddf632edce7867c,ill r pa
on NLI i,166186633f75f3d2, 36dl eg
s natura,b8e07cb71c7ff4fd,eo9  a  
l langua,be7aa66889e629de,p a  n f
ge infer,9e4bb97526daedfc,e33mment
ence MT ,28b549f0db5e84bf,ttnaoion
is machi,d6b674a7fcb8202d,yin pts 
ne trans,837ecfb36040822c,ne trans
lation R,a8ec7464e5c63927, A3 nntb
C is rea,8bd83107566379ca, tR a 1a
ding com,3340cd5ae9bd94fe,ding com
prehensi,64d32daa04fc256f,prehensi
on CR is,d91933c93e3e1498, osdinkn
 commons,ae5efc3ef771986b,i  aa nn
ense rea,4cd35568eecbcf0b,aaleeOra
soning M,a535c8d61719cb33,nt ruudr
R is mat,df246f8b909c6373,en   Zme
hematica,23f84965e63d7de3,am Jeiia
l reason,6026c5aac409009d,s thEoTo
ing Mem ,83177c2c5191440f,a   thFt
is memor,0ea364d0b8cf4f3a,tkoee ce
ization ,288f3727b08c501a,ization 
Benchmar,1285a9ab96bd28cd,sng bua 
k Models,c3da277e57001eaf,eoee Mon
 Trainin,76c48ac54e1a680b, Trainin
g Datase,21529db95c8eb080, tanniee
tBIG ben,b2ebd60b9c7203d8,io   a e
chMMLUSu,abc5c28a9eaa593d,nm Li o 
per GLUE,79cacbaa29a7a1c0,lrr  rra
QA Clf N,751e8900136845d9,slccmnll
LI MTClo,d5c41e89f7ad12ab,n ea  te
ze  Comp,1e6a37c39a68f6ba,wowasse 
letionRC,e0f2d2a6f38efefa,soe ee e
 CR MR C,f4ac7fdf22902f92,add    o
odingTru,12b4484750dfb8ff,t altiio
thful  B,8614fba0d933ef97,om ior  
ias  Tox,e2e2522f4f3f14e6, caabaJ 
icity  M,8facd9515b796e63,e ourret
em T5 C4,8f19d976a8cbe8a7,nior ali
 10     ,476ffc6a149a9cee,n keeeb3
 GPT3 Co,bdcf57d803a6cfa4,n  he  s
mmon Cra,f82ceb864c47b88f,lis   Jd
wl WebTe,231e0a3d9d8567a1,ax chene
xt Books,c936658c713569a6,  Nheee 
 Cor por,268535348926ac6a,oed oc  
a Wikipe,0c2b9acc5354bede,  1o hcc
dia     ,e27fdccd5ae88339,delltttm
 mT5 mC4,86a1729e1fdad47a,t onaaee
 11   Pa,0e3d7611ec138f17, eetiihs
nGu 11TB,a693f94b9350a799,eabepule
 Chinese,bcefd9b69338865b,i  omf20
 Text Co,811ad6cb44855926,cg    ad
rpus    ,48d740d2d23ba33f,vdd ts t
 CPM2 Wu,891b6a81e558d674,hoor add
DaoCorpu,9a96da579d0134fd,aogpspoo
s 109   ,dc77f851fab6d9a5,0roo  c 
Codex 54,ea403325f3c244de,L   s hf
 million,458c42a1a8886f74, hn i te
 public ,fa8123d985926705,oloheeaa
reposito,689a9f0dc3ef0d2c,oaarnn p
ries fro,8fe051fc4a92245e,cne  usa
m Github,fc91acef5add94f9,od rn  r
  ERNIE3,0b65f9c0874284b6, vvi oi 
0 Chines,acb7dad9e97e8beb,r on   A
e text c,0a3dd648eac3c9f2,dd eeerr
orpora B,6127b66f28e4edf4,se Tho o
aidu Sea,ecd840280b0e1189, nsevvos
rch Web ,80f3f91b538a2ca3,eeee2   
text QAl,0169420d4e3eba51,uhe rspp
ong QAsh,146d8652f83819a3,ll oshee
ort Poet,72f12b10fbb6612a, o s   h
ry and C,021be0efd5f8c6f0,t cww t 
ou plet ,edfc16fbf742b4ee,g  n   a
Domainsp,290050b3537714c0,  auuen 
ecific d,449b9d91a3ef0be8, tlore j
ata from,729acf3cd7c6b056,eo l  l 
 medical,9628af6305e4b8ce,Lea  d  
 law and,7822059a4bf1f15f,iiigial 
 financi,a490961d7e827cf5,o  ttpel
al area ,c9d345b2f553bc64,aeonyoog
Baidu kn,3ba615251890ce89,ur    tr
owledge ,31754bd4b6cbced7,RBuusii 
graph wi,acfe79080fb55591, sa5vl  
th more ,69de8301a9261de7,a   c7so
than 50 ,b96c3d3b6d697680, l oassi
million ,c47fcc72d3383e3f,hoennTea
facts   ,5ecc55d76a0c6ff3,iitok  u
  Jurass,ae8b2b2b0e09f923,n  pn  o
ic1 Wiki,253f5f7adc88148c,octtegte
pedia OW,a06fd7049dabd334,al sed r
T Books ,2b66695c39071f86,y too um
C4 Pile ,4cbc441f77771d5b,ferEalnt
291 arXi,58c3520708106736,tg p i o
v GitHub,6a4db4735cc0ab9c,eoee  et
    Hype,a802ec94133b72c6,f hdid a
rCLOV A ,94fed9c3fdf67c82, moeeect
Korean b,47fad0cb7732bcf2,tde iii 
logs Com,ed6e78f678081e20,r k  oel
munity s,6838e5e5be9db608,g 3tty  
ites New,0073e04cf7bd3111,o mg  or
s KiN Ko,fc5fc87d74d8be50,i  oames
rean Wik,26b1086d247c8805, 1r3i Ka
ipedia W,f2b614e77b86bad4,lnni nuu
ikipedia,060a33ee9c827ecd,9 di   m
 En glis,ead54344cb274f63,11 at   
h and Ja,8a027b6e938b0a58,aaeeffi 
panese M,c2483b4d6bb6ada8,sesri   
oduCorpu,bbe02e2b12128c08,d2  n th
s Mes se,4886e9cae21adbc4,G tc   t
nger New,82c7078ee89a9f96,opo  e2o
s Spoken,0969a4d851aa182e,i ooo  f
 and wri,3f0eec8684daf962,n drinto
tten lan,7ca6c4d68d048da6,neace  n
 guage c,9e28bcef69b6e404,n seb  1
orpus We,a59329a6ede09eb1,e  r2 iq
b corpus,9aa1f8b5c5df98f2,sudcl ae
 Yuan 10,955cdf95e58d8103,p iff ht
 Common ,f7bf4bb9a773973f,g oreaar
Crawl So,51d23172018b547b,r in6P o
gouT Sog,241f55bd9e694d63,n rrrcuu
ou News ,3c2adb7dc34c1f04,nhe agTo
Baidu Ba,e4e3c321f0e2c1bd, nn ai  
ike Wiki,7268c4372974a51c,uaoo r i
pedia Bo,8f0a433a05ffa356,oeabo  e
oks  Gop,a348559613d5b703,ktladis 
her subs,3db21768be71d75e,  A eeoe
ets of M,98c5cfdb7c6c6adc, epurre 
assiveWe,a8458a6ed8b29490, s Phieo
b Books ,4b7b7c6a3fd91013,rmriseDl
C4 News ,8e1537c2088e26a8,assiwaz 
GitHub a,5cbcec744bef4511, spoosi 
nd Wikip,446ebd50ec49075f,wci  an 
edia sam,e17b28d773074e54,lls oo  
ples fro,a0f4eaec1e12d5dc,drafl0rr
m Mas si,3d081263b948f76c, uB   el
veText  ,044add36d9132c49,l ae at 
    ERNI,38dd373b9207fbba,  p euet
E30 TITA,7c1b0c6d70bcf2e9,e maessi
N Same a,fa5b35db57e3b57b,tintaesn
s ERNIE ,c377d935e0927b13,ooot oii
30 and E,13a76332d7a9a43e,rtu   s 
RNIE 30 ,4da02097c88038a9,de t5ofe
ad versa,414b70e825ffb8bb,ee iweme
rial dat,913ba40a0c310373,  81aion
aset ERN,9c30b2a0faadf93a,  cil os
IE 30 co,c53230b2657327da,f iodpaa
ntrollab,520087271dfd9cfd,     n o
le datas,b225356c19cc3fe5,le vrsrd
et   GPT,864f7c4ce390bdb4,e ren   
NeoX20B ,a499b0d78b821c9f,o  fae o
Pile 291,f45d5f5031119ad9,l tdmn  
      OP,7e0a2174311fcd2d,s  eolto
T RoBERT,9d88e03a38db13eb,i  n ans
a 289 Pi,4b993bab1ed212eb, o rs gt
le 291 P,a846b399ea1118c6, iaii2is
ushShift,bd5c5f0fe8143057,   te0LJ
io Reddi,655fc5b5be65ecae,entti ny
t 413   ,02691c217c9b6a50,fe    e1
BLOOM RO,644c481780a314d4,resct xs
OTs 13  ,c63b9bb4578eaf90,rag  aeo
    Gala,e70a2dadc4cd4ee7,f oahe r
ctica ar,3bd68a79c9cb0f95,oole hht
Xiv PMC ,2bcf1db2079c0600,   taevX
Semantic,4c215b6e04f4fd80,hb   ose
 Scholar,be311b7a3cc1e274,al nnoop
 Wikiped,cda3e753f247e423,t  ang i
ia Stack,30a94f9404f24d75, ooelge 
Exchange,9cfe51cfa8d52120,osssiye 
 LibreTe,2abf36388e9e951c,tier tth
xt Open ,b0e150bf5d571483,inlratee
Text boo,3c30e240ee426ef8,nth  r  
ks RefSe,744d5b9a520ad04d,no  maau
q Genome,8e0d0c3f09cfc8f8,leeresos
 OEIS LI,b7290028f84fce6d,larashsa
PID MAPS,bb3f5ce193f92944,erese  a
 NASAExo,5da0d947c1a3c481,aisoien 
planet C,ffd6695c7b758710,cleptdtt
ommon Cr,a98d7189a1d582fa,e 9io aa
awl Scie,e5a5f532d2ad4c7a,rr orIss
ntificCC,4c8dc7fb37e777a7, cshetpo
 Academi,ea49e24343319eb9,en  0o1 
cCC GitH,3edf3437f773a3af,e  c e  
ub repos,d6e53b4d10989a4b,reee  e 
 itories,4d7c142d1d4ed847,bCE hIau
 Khan Pr,fa9fe10907667d7a,  oaLae 
oblems G,186508b4ef0b6ee3, oaab ln
SM8K One,df8d9d79d1bcb9a1,ell  ppl
S mallSt,a60f5f4fadf6eeca,srntre r
ep     G,02a3a7d915e8a30d,at vsert
LaM Filt,9293761caf3e3afd,g  f  a 
ered Web,b455b22f60e26e7f,tii ionl
pages So,294a18099b5a73c5, pp eeno
cial med,06482797b0d4cc76, tngbau 
ia conve,be4c1b86737fd09c,ee eproe
rsa tion,ae38979e6bd7fbf2,or el45t
s Wikipe,241efa690df6db83,ioaeaaui
dia Foru,2100b8ff83a0918d,dPni aa 
ms Books,53cfbe4f632cd25e,mnnyto  
 News   ,71e4b3d0f0413a91,i  abors
 LaMDA I,95b73ff8c7a57d14,ltmdnne 
nfiniset,38df2c4ab5ae2469,f an ls 
  Public,20cb2f2e27348e66, atteccc
 documen,3e4a617e5452639d,  on oss
ts Dialo,1b0ed41f6a4aeaa3,inirsst 
gs Ut te,7cd6244bed94d529,rye Kaal
rances M,aaff6d25eb230e77,f  orrrs
TNLG Two,1b5187e3d7527972,ne oonn 
 snapsho,fea5d1bf87ebdc27,eniurtee
ts of Co,5ec707a610d6fd45,drst ete
mmon Cra,f82ceb864c47b88f,lis   Jd
wl and B,74f68383143d1d2c,tieupt3 
ooks3 Op,a089febe901e5f48,ee fharP
enWebTex,011140daee9619a8,ttiedn i
t2 Stack,87fe3a5981343432, so  eo 
 Exchang,55cbabd174300817,lrpitaal
e PubMed,85b413e33f66fff9,i onuuaa
 Abstrac,c314475274d47884, nn u me
ts Wikip,7c499a974c8b94f7,angnUa e
edia PG1,4e5546a13018e728,tbauuaaa
9 242 Bo,16b0f141f17dd9da,foa sn  
okCorpus,fd52d5b8e6591962,do 3 e d
2 NIH Ex,92ff5f7b38b1416e,ca  thof
Porter P,df5739de41d6a742,z1ocssss
ile CCSt,f426b70cc75598ec,lltoolah
ories Re,1231dd0b1edd1ac5,rte 6 ot
alNews  ,9c28dfaef71ddba0,eeeaeoSo
  AlphaC,97a3666fb33123b5,a   urrs
ode Sele,ca31a313aff69eb4,ge innlF
cted Git,687ce3c870e73661,iuh8orrd
Hub repo,c42faf7821bbf94a,stonlycs
sitories,c2ec17bf25434431, ih 3 nn
 CodeCon,f60f3a1db78b2114,frcnoa a
 tests C,428500ad48fb51b5,s20 mudg
odeforce,79c0030fdf0468b2,ootf 2  
s Descri,75e090460ec71dd4,   Ape i
ption2Co,f359f9f6bd82a3c7, o lk mp
de Co de,9b7c114a9bdeeabd,ui  s oo
Net Chin,f04aa5b18adc8c1f, cnnp eh
chilla M,102f1d1e202027a7,ddyh0aeo
assiveWe,a8458a6ed8b29490, s Phieo
b Massiv,10bb2c9718072d6d,i7bnedpe
eText Bo,7406e812122d98d6,r aninni
oks C4 N,5c91cf85b8959c60,scsnoomi
ews GitH,65cdcd50e80ad88c, Xtiiger
ub Wikip,c9f9a135fbdfc727,a  hs sh
edia    ,addd3c0739e43b70, nnt  oe
 PaLM we,1db635ab45531f10,hndes hh
bpages b,b72f2b638e3d5186,n Ytc nu
ooks Wik,892876f7df4f8156, onn oe 
ipedia n,b335a03e7e55ddf6,toaad ti
ews arti,f237b5b37aafce20, P e 5t0
 cles so,0ec9ed9c7141b12a,eooi t o
urce cod,2de17adb7a1304fb, le eeie
e social,86f4fe079b8e1a28,od tr w 
 media c,e841bfa4320b3e73,ge   d  
onversa ,0ea9acf48e1218ab,yaerttrh
tions   ,5a305852a12744c4, ig oeoo
   Alexa,1e358391cdc07c6b, nnonael
TM Wikip,a45f8ead5b4d17ea,t Ieee  
edia mC4,999201926ce0fc48,ic o fhh
     UPa,e4b40e7616bec8c8,ihndin o
LM Same ,3e76418291b5a264,  p fnnt
as PaLM ,81b60e61dc182127,i T    g
      UL,c4e80c38da3d92e8, mmo sce
2      G,3e1c674938e6bc2d, mfn  11
LM130B  ,8161ccf840bc1e8b, in  al 
   CodeG,0bd5175475f00eb3,liah enr
en Pile ,390f8ede194a571a,en  1   
BigQuery,3cd60e911a5999f6,ltrt rs 
 BigPyth,98d3f12e1c754bc1,nses 5ty
on  LLaM,6bbf75fda40bb273,  art ha
A Common,d0d3b3ad08787b23,nco sost
Crawl C4,c4999abe55c85fd6,n nn   t
 Github ,5d8b0bda6414a9c4, n meeny
Wikipedi,788ea553bd8ac5d1,   crry 
a Books ,42e6208824caf9dc,tr nn  r
arXiv St,82c603341551dacb, n  eh l
ackExcha,3e522fe062711073,e  ofx02
nge     ,31472785b715a213,ee iii  
PanGu  W,53c25811c2241c73,hnet can
uDaoCorp,22d224d0a6b33bb0,n  ee g 
ora CLUE,f81ee36659020c6e, ite usi
 Pile C4,3045bbe2e6c9d9f3,toiong l
 Python ,15504a9d8004f708,rgs pset
code   B,e090291215e01377,o   ppp 
loomberg,17bc85518a5f2b8a,233 Iu t
GPT inPi,0ecede56aaf47756,ooo f Rf
le Pile ,d65e93cd457508f3,rmore  h
C4 Wikip,81e03726b7b4a1f8,uo   9  
edia    ,addd3c0739e43b70, nnt  oe
   CodeT,fe67b12676c4be3f, eeXe ei
5  CodeS,0529ea88931fed7e,  Eon   
earchNet,372bdcea67944a71, a  2 f1
 Github ,5d8b0bda6414a9c4, n meeny
Code   S,0a2b1ea05d0beb75,oan 5oe 
tarCoder,e812e820f1450e22,hihsmn a
 The Sta,da500aa84e6bfb98, ng sooc
ck v12  ,e52a47c0d36a0f72,ennu   n
   LLaMA,dfea38c77b807a3b, e  e os
2      P,eeadae98e3e5f2e6,s icnn C
aLM2 Web,ae442423c57b7eed, Nifiwnn
 documen,3e4a617e5452639d,  on oss
ts Code ,2a468777828c572b,fourad e
Books Ma,057f7d1bf938c579,nrse aar
ths Conv,e0c7da147bc34ce1,oond ta 
ersation,32e23f9f889fd5ec,oue h eh
      30,f0400b743704a2b9,emaa gvt
Table 11,ca614bb839d265ed,ze t ii2
 An illu,d206d8c3fbd678b3, sns pnc
stration,17cad74c3d5b82ab,t ffll37
 of trai,54a7e5b84490215b, of trai
ning dat,4bba1227cb6906e1,s ueallt
asets an,3139bd2bbe0e6b9d,n tRvgsa
d evalua,a021bed3ce2a3ef5,irf ici 
tion ben,d5db7bd8310c1eb9,ls igoar
chmarks ,9d2e23576db1a759,rfdfpren
used in ,d4c70378d1c61cb4,eeeeah o
finetune,5935ad57a6faca6e,nnrieeez
d LLMs S,e82d2cae87532ef6,erhlv d 
NI is a ,1f62dccbe03d3355,gratthey
short of,3f7786c03a6110b0,derinii 
 SuperNa,e45c4bb828125de6,ts    ii
turalIns,b8db87458d3d0fd3,ao   nvt
turction,eb17364c19ee5e34,iuan 01m
s Models,2b2f006cfd7aaff9,   Totnr
 Trainin,76c48ac54e1a680b, Trainin
g Datase,21529db95c8eb080, tanniee
tBIG ben,b2ebd60b9c7203d8,io   a e
chMMLU B,ba5466f5a7903b69, ea   fe
BH RAFT ,6fcfae81b2da2c0f,en   aan
FLAN SNI,387cf516e566503e,iioC add
 PromptS,a5fb884b2e023d4c,neeeun  
ource Ty,d885b71e4c7ab2ed,t demmnn
DiQA Hum,6a234439cb25d3c1,ahr r5c 
anEval M,7ee87041885b5386, t rKhea
BPPTruth,7fefee1f8305863a,sr ut  o
ful  Bia,b0f44f541661f154,b2fo aee
s  Toxic,dbf8babe0c7b21af, i onnsn
ity T0 P,3fd4c1895a9b2957,uu   apa
ool of P,5a165d3596713b25,r edb aa
rompts  ,a11052e25489741f,ytmibado
WebGPT E,12bf6307bc160e1e,  ttm dk
LI5 414 ,2c4cd672eb5517a8,ibtitth 
ELI5 fac,e455ae97f94e091f,dseelloa
t check ,5d65ea9cc97b5952,iohe ee 
156 Triv,698d0ec8dc5248b7,1tt q Mc
iaQA 331,0994a74b0056d32f,nnppo tt
 ARCChal,ec0db8150f4afd45,l    e 9
lenge 33,355800a96615ed60,s    llo
2 ARC Ea,432d7fb2a89227a0, 22 Amfu
sy 332 H,0435ef1e8749efba, otetimm
andwritt,a54922d34f696181, tnnedee
en data ,4c905b77cc18748d,omal eee
Demonstr,af13cacdb8fd4f31, tcle ai
ations o,7da952f52bfdb1e7,ations o
f humans,91f37ea7d961d990,oyy  ose
 Com par,a002abfaed064db6, fro ii 
isons be,d71685d162da4c0d,  eealf 
tween mo,c52751c184c888fe,oeee rmt
delgener,faf5ca2073d73905,aca enaa
ated ans,3720d38ef5facc43,atiisd0e
