Plaintext,Ciphertext
2 098and,79ae018bb6394fc1
 109 We ,e9a2065c6f8ec3b4
varied t,8d9f21413b063938
he learn,6af608cf814a3c43
ing rate,0d6a55be94fe0992
 over th,4dccc1b38bd1e46a
e course,f1f18dd28532b089
 of trai,c10aabadd141c1c7
ning acc,a6422443470727c2
ording t,9c691fb0cdeff3d7
o the fo,5404b247f07c1ce6
rmula lr,3bce1a45d2f73514
ate d05 ,01cf45d045259cb3
modelmin,d22a16e3325df6d2
stepnum0,a628a7b833fe4933
5 step n,20af7f32596514de
umwarmup,2b1238af104eb53c
 steps15,f3743f2db55b6f6e
 3 This ,59ca93c2b939f6a6
correspo,a346bbea85c59c6d
nds to i,d751550da5b90bcb
ncreasin,24efbb55e42bda6c
g the le,4f7d612aeece6076
arning r,5a07db0c8167679d
ate line,6a4cc8503cdbbc28
arly for,32e5da3d43455437
 the fir,ff2c3872d6538003
st warmu,a6d76f14604eada0
p steps ,fdaa6bd9c8233b2c
training,1fc0e75b48dd96bb
 steps a,a2c1ef9bd7976a52
nd decre,906a6e788b6b6f19
asing it,571f53eee98e0975
 thereaf,d315dcf6e461dcd7
ter prop,0c914a0fa72e0be8
ortional,3a66bfab94825e6a
ly to th,ff2cfa040ad1ead1
e invers,c12e1dd06ffe70e0
e square,5fbb5a5c9cf9d1d8
 root of,8b82d593e15dd30e
 the ste,e3c73a8b0e723790
p number,e2fb28cc554398e5
 We used,b2cbc6bdf645f959
 warmup ,5fc0fdb4ce0d3637
steps  4,7a4cebd66f923308
000  54 ,843a3b68c935c451
Regulari,8c151a17447f2e38
zation W,7de5d0116f2dd775
e employ,91f103014da96590
 three t,d40bfc58084a990d
ypes of ,6b481932a4099596
regulari,85f5af8dcdb70774
zation d,f091e9a07ecbec7d
uring tr,8c21da34dac05ab5
aining 7,7955103524711b25
Table 2 ,2071944df7c9ae13
The Tran,63807cf62e0d95bb
sformer ,ce448f6ad4ccbfdd
achieves,9b25cba257f21afa
 better ,9d517d4017e2bf2b
BLEU sco,88dd6d4dd8354631
res than,3cdb907d84122501
 previou,2de4dad9fa52dfd0
s stateo,63f6fc9196b0f008
ftheart ,13b04a9b4a8a338f
models o,0a9125c2b7f64008
n the En,0dcfe4fe75b51e52
glishtoG,11fb22fbede03741
erman an,212829d6c18cfa56
d Englis,ed87f75dd301f22b
htoFrenc,037a4dd8066b2502
h newste,f2c3e08d9e5ff60e
st2014 t,fa338702e9b45bef
ests at ,e92482ed4d672197
a fracti,bbb248484a34b691
on of th,a2d69d603612c81d
e traini,a80a582d504a026e
ng cost ,ce7a4f78c6c6d5f4
ModelBLE,5396e5f8cc2fc596
U Traini,3fcd8d611dcd116d
ng Cost ,65d579f55addfa63
FLOPs EN,5d1ea87063910089
DE ENFR ,f0df72f2f9ed4d5a
ENDE ENF,7bcb7f7babc8defc
R ByteNe,8cc7179704784495
t 18 237,45540c7c1244ac52
5 DeepAt,a1e264bf09a754e6
t  PosUn,e2fb13bb395c8d2a
k 39 392,7a6eb35d70304e5f
 101020 ,4a391743de0f0b38
GNMT  RL,7e567326dda2fe57
 38 246 ,7a123988446207cb
3992 231,29108c6e316980b8
01914102,648ea74b6df4c5cf
0 ConvS2,62cd4059e17115bc
S 9 2516,b850eb3213e727f5
 4046 96,958f9f63133938c9
10181510,574b19208ea58e89
20 MoE 3,f56e07e796f54e29
2 2603 4,fedada1ebd105b56
056 2010,f52564ea15831b27
19121020,c2f86eff44391410
 DeepAtt,e60633f62e1b1503
  PosUnk,68bc43a33c5750a5
 Ensembl,9b092db444bffb88
e 39 404,acffdc2dc04212ed
 801020 ,8898985bfe5e384f
GNMT  RL,7e567326dda2fe57
 Ensembl,9b092db444bffb88
e 38 263,5c9c3ba5bcb5b61b
0 4116 1,3e71b650c841a9fd
81020111,85316ff39e15b34b
021 Conv,d63f34f243752e50
S2S Ense,151aea649aaf742e
mble 9 2,5255130eeade78d5
636 4129,e2e4492a80370f18
 7710191,dcd2005c1e941d47
21021 Tr,539ab224074b27cf
ansforme,8de271335d26a3ab
r base m,8c0e8cdb54693bd8
odel 273,611ca05b34ea2986
 381 331,7d7947504c56985e
018 Tran,cf956e05b7d73648
sformer ,ce448f6ad4ccbfdd
big 284 ,0208938014262201
418 2310,a3fdff664f9fe7f8
19 Resid,58b1f0774e53d246
ual Drop,62fb943c9aa94b8f
out We a,db45cbdb7f3ee776
pply dro,22292112fea5d930
pout  33,46a8163ab7ecac1c
 to the ,7aa8902579cc42b6
output o,1d6c07516da72e27
f each s,0bf9bd19d9a6ead0
ublayer ,62f212921b4ac513
before i,18d45ef71de8eb96
t is add,262088d6f7576636
ed to th,9ec0fa63d62948a8
e sublay,7bad18b1c7940621
er input,a137711dc4916521
 and nor,475a31bdcad6e0b1
malized ,f6ac0756297dd72d
In addit,7516fb84ffb30c6d
ion we a,ed6a31ac58d005c5
pply dro,22292112fea5d930
pout to ,1130453fc39a5e74
the sums,da14973c6b14ce93
 of the ,f66494a636e8cde4
embeddin,86adee20295df65f
gs and t,4eabffe63017d702
he posit,d4e46c2b88242111
ional en,bc2aea7617a94ebf
codings ,2d3cfe6fd3862bb8
in both ,30c7007f540551a5
the enco,8079ca626f7df556
der and ,62c49049edf1d1c3
decoder ,8e0c3018e2b55239
stacks F,c699d700b622cdcb
or the b,b13d4f6e9426d4e6
ase mode,50dd80b2fd983de1
l we use,10b39f9ebca43d6c
 a rate ,74085b7790ef78e2
of Pdrop,feffa1411746ad57
 01 Labe,79333cde3676e8f2
l Smooth,ae6874ee2069ca8f
ing Duri,9e81edc85869272b
ng train,4d5ea8cc91059abf
ing we e,22d6973f2eb1bbfe
mployed ,a8c80f47f988a99d
label sm,4f863736d17b17a7
oothing ,962681b20ac3ded2
of value,47bf39828ec4090b
 ls 0136,5dfc86d0b20b37aa
 This hu,9867543f1b8a964b
rts perp,15f0ea06152b536d
lexity a,9cc4683008c4705a
s the mo,20bebd5ae8661154
del lear,65e9aa196e5dbeab
ns to be,e42711f90c56f988
 more un,0e81dc951aaf6eab
sure but,838fcdead233b49a
 improve,15931b7ded28029b
s accura,67fc98cadefbaaf3
cy and B,d7083cd7157562e9
LEU scor,adcfd382035ea3a9
e 6 Resu,e6f675452a7e5560
lts 61 M,84980ce291e08027
achine T,792c26fa7b84f4b5
ranslati,b0678fa28197311e
on On th,878e696df605dcf4
e WMT 20,6890513527757388
14 Engli,3dc9b644ae2d9900
shtoGerm,97ad0ead5fbee758
an trans,c7b8b6a475b50528
lation t,07b1c9518a0b6b88
ask the ,78070c63cbd8371c
big tran,fc357f340f9f1cbf
sformer ,ce448f6ad4ccbfdd
model Tr,7439fd52288a430c
ansforme,8de271335d26a3ab
r big in,09cb3282cde908c9
 Table 2,7a5ab7fd1df6de45
 outperf,e87dd1405a4675ed
orms the,67b5e15c50cec30b
 best pr,9ef08f4e9d40c236
eviously,2c61c9fe9b084171
 reporte,25492aaae39d16fb
d models,79af2b307bdf0510
 includi,fa94c232e630b235
ng ensem,b0a50be9fc5e10c6
bles by ,b5b2ec40563c1c73
more tha,1d453e6cf6950167
n 20 BLE,e343d70c32e73c4d
U establ,63c222ccdda0c38c
ishing a,c64bc27c3aa6bbd9
 new sta,be3595bedefc85aa
teofthea,d4d02cbf99a18378
rt BLEU ,57f32d470a41acac
score of,3023b40a444900ff
 284 The,52bf5759b5e9cd4c
 configu,a2ec5bdf6f86c0b9
ration o,56d02e3d1a5a097a
f this m,c4d00c648a591892
odel is ,8b574baeef6f5fa3
listed i,b8af953aa2418531
n the bo,b4000e34b7bb10d1
ttom lin,b72e0f9fb00a6bbf
e of Tab,2c52843259c171db
le 3 Tra,c171d94e5e6c92c7
ining to,9bb098e535638ca9
ok 35day,a9b44039a83d05d6
s on 8P1,ec30bbd0d2d432e5
00 GPUs ,51003b0ee63cebd4
Even our,fdb92a7058f430fe
 base mo,7c0e3c961ad452ff
del surp,d4333927789f5c23
asses al,e6b0e351c9cc03fd
l previo,97dd4dde15969acb
usly pub,997aafe559808736
lished m,649a51f2b7441f37
odels an,3805714a34b9dbd2
d ensemb,13436b425c1a1ecb
les at a,8404caa3d37eaf66
 fractio,17381368ca0d320f
n of the,f3da11531a0156c3
 trainin,162279f7069b0ed2
g cost o,6003206d48d363f3
f any of,4432aa575b97f69d
 the com,792ca797b826ee6e
petitive,83ee372537aefb5b
 models ,d9f0c2d2f2e3d2ae
On the W,f1b4245eb1af07c0
MT 2014 ,c4eb29bd996e5ab9
Englisht,31bae4a7f6690ac6
oFrench ,80383dea7daf3468
translat,fdcfee8b170d5c1d
ion task,f7e5a8ce36ac81e0
 our big,b9d2521572afee18
 model a,b9d9188c98cf685e
chieves ,24e3002a952f5073
a BLEU s,8e6912436cc5341a
core of ,ad4bda29b06ea08d
410 outp,7b437fac364271eb
erformin,4cb056070a0ed155
g all of,810a7b256fb23583
 the pre,157cdbbd60b51a16
viously ,dbbbc7c9720884d7
publishe,04ae174602d156c7
d single,560b4bc14e07ba1c
 models ,d9f0c2d2f2e3d2ae
at less ,bb68f52c73356637
than 14t,ea67e9b749407a1c
he train,b073f940726a71f5
ing cost,de286d170b99d4ed
 of the ,f66494a636e8cde4
previous,b0985258825ff482
 stateof,b869ad6da763a7f7
theart m,2fbcee6cb19bfe29
odel The,4b7acfe9f38077c6
 Transfo,bbd59a60b00c1ae4
rmer big,a8e730fb2043722d
 model t,23a544fb22494695
rained f,edc11919c5269955
or Engli,1ceed3cd022c515c
shtoFren,7cd527d4cc8fdec9
ch used ,2e978c1d8d019f62
dropout ,4c0f2976691b81a2
rate Pdr,29ac949cc4a480d0
op 01 in,3c0828b8ae7795b0
stead of,13932dc502e429d3
 03 For ,716aaa7e7d8f11b8
the base,0a081621f0ce887a
 models ,d9f0c2d2f2e3d2ae
we used ,4e4920eef74531b0
a single,5c60960879c49a09
 model o,993f293297ba74a7
btained ,2572de09bf7e4f32
by avera,d64e34a19961b7fe
ging the,6b09fc34230be0e7
 last 5 ,c53770885d27f79f
checkpoi,fda923130879a842
nts whic,acba5871c5261ce9
h were w,25b20b336065187e
ritten a,99bdbea51ac39725
t 10minu,c2019ad2327ba049
te inter,487fb4fc57c2ea14
vals For,fb7a00c7de68dcf1
 the big,04e2695ab7e98401
 models ,d9f0c2d2f2e3d2ae
we avera,e557e3220b093985
ged the ,b6634555be81a508
last 20 ,75dc5fafc0fb6ec3
checkpoi,fda923130879a842
nts We u,06c9be8b345fbd21
sed beam,b1ac6b4d19c70fe8
 search ,811ed056f84fb804
with a b,93a3bf1197db54c3
eam size,921c4f51e55c03a8
 of 4and,2e3e921f6749fb99
 length ,780cbb6f05d084a7
penalty ,6c87f06c108942c8
 0638 Th,d8512e98861ebdb4
ese hype,3f7a7409e9c2b4a7
rparamet,3d3751a541915ea0
ers were,5becf272f7d8da91
 chosen ,33a92b9525227bc9
after ex,f320d38461da26c7
periment,991836d90cb48cd1
ation on,18126a915f5e85c6
 the dev,8820b7802003f49a
elopment,57cd31b0e020f568
 set We ,424d18150db4596d
set the ,3b47749a8340247e
maximum ,4f3cc5f1d68e24d3
output l,f41e658712d92bd6
ength du,95224c63742c045b
ring inf,fabe8d2aa0c31f59
erence t,518d7b3badd6b043
o input ,b0828f1bd876d886
length  ,c4f5de2f550e56bc
50 but t,34865b2b8e5ffc00
erminate,60e326d281870155
 early w,4ee2aac998d3cf5b
hen poss,fcd712b2572fa1e2
ible 38 ,471c47d907a89e7d
Table 2 ,2071944df7c9ae13
summariz,3eea36f8758abe4e
es our r,cd4f81c85884d37c
esults a,3aed1ff07683d948
nd compa,d5d2cdfecdccb8d2
res our ,222d28b7bb617641
translat,fdcfee8b170d5c1d
ion qual,5413841e47e7bda4
ity and ,b04fdc09e4c9cd07
training,1fc0e75b48dd96bb
 costs t,9a51f7619416ee4c
o other ,5b82bd87844e521a
model ar,68edbed288ca388e
chitectu,3cc85809535c526f
res from,7e1842835d778177
 the lit,18f291f52ece58c7
erature ,c85662d6720a4185
We estim,964ad9db6842f4e5
ate the ,2954ae61812ce82d
number o,2cbdc05e755085e1
f floati,8b6e330124bb2a52
ng point,3b9de509da8b759e
 operati,2a132d76086c5b2f
ons used,cf99411f4e6db6b2
 to trai,ea89c2e557708f12
n a mode,8124d4e38cacff83
l by mul,66b064af7c5cad9f
tiplying,6460ce4fbf8fe105
 the tra,0919a85759ed3f72
ining ti,6503939623031804
me the n,2a75f0499ff2d38d
umber of,708a1e1e19f1e8fd
 GPUs us,d25262f834b82e37
ed and a,0093dd4e9d355ec0
n estima,95a2f110e6d4988d
te of th,e71daa0fd3fb9dc0
e sustai,3fcd11a413806271
ned sing,08a4ec01d8a9024d
leprecis,4567e5f0bf260608
ion floa,10fa2eeda29d1bde
tingpoin,91898995b3aa9a67
t capaci,89d17105da75fa30
ty of ea,6ef11e930cf8f03c
ch GPU5 ,f8a93a75d5c2192a
62 Model,1100f12c50e32c3b
 Variati,a1996c22958eaecb
ons To e,9670852ccc26bb11
valuate ,8c9269ea94b587ac
the impo,2750074ac9aabc66
rtance o,e8fde68c3e223cdd
f differ,9b6e73f806a8f902
ent comp,d4570cd1da322e9d
onents o,de8826f4533579d8
f the Tr,b1598ff7804de946
ansforme,8de271335d26a3ab
r we var,89ef077276c6b4e9
ied our ,fa0628e60b3bf95b
base mod,eda3d2229630aacc
el in di,f81760b5313ed675
fferent ,f2148cecdaba582b
ways mea,a20c24564781f6ee
suring t,c9ba12a6e61d4526
he chang,52843f32361e19ed
e in per,7f2d3015c647450e
formance,b5274f83e3ea206e
 on Engl,d7cbfcdd3674703f
ishtoGer,509263150ee3ff0a
man tran,fe47e1c12b7e8594
slation ,a0ce583f78498269
on the 5,98985a2c6d6af407
We used ,afd0f4aa55fdba5e
values o,30481b90e0b7c7e4
f 28 37 ,6dff4e4a74ffec02
60 and 9,2a779c6f2c3e1322
5 TFLOPS,f8364b32ae12b091
 for K80,0b09a434ca660e53
 K40 M40,321d73a98a8e062e
 and P10,9c4719a103eda19c
0 respec,7cb9819cc05c5c10
tively 8,71fe12e1cf6c9b22
Table 3 ,d4a3928716667830
Variatio,51c1a038e517b9ff
ns on th,4a348daeeca43374
e Transf,1bf5be4fd0bc54c4
ormer ar,5e182b4b086663ea
chitectu,3cc85809535c526f
re Unlis,6caaf3cd8c903fc1
ted valu,1faae3a847fa354b
es are i,1f2b5451499447ac
dentical,8b1c7ca0bee24786
 to thos,cc449e82045d3596
e of the,b766d96d4160758e
 base mo,7c0e3c961ad452ff
del All ,18d421df5c15fee7
metrics ,bb91d916ad2f90cd
are on t,354ba8cde8f9ce22
he Engli,4b60e2dc3f225a13
shtoGerm,97ad0ead5fbee758
an trans,c7b8b6a475b50528
lation d,1d397e90e29f68d9
evelopme,9c1190c984bc9e01
nt set n,5d8cdcf927abbca8
ewstest2,e0162d2d3f42e03d
013 List,69a04f71b50b59cd
ed perpl,84dc346c96bf5093
exities ,d31e9bc3e8ff34fc
are perw,39d7697df44acde2
ordpiece,d489da5ce12e0ac0
 accordi,f361f3d9e00988fb
ng to ou,e687ac635a8f95cc
r bytepa,6dd65c1dcbc7295e
ir encod,a0ef68dc34de3e23
ing and ,0fbcee21b723f1fa
should n,705cf1c9ec8e41b8
ot be co,dd835534e382088a
mpared t,dafd3f46e7ffc2a6
o perwor,a1db48118619f7d8
d perple,8907e703dee233c1
xities N,ebe420aeb75a3586
 d model,aabe6aa2da72d037
 dff h d,56966f0ccfd6fd71
 k dvPdr,d697f4a71c7bdbfe
op lstra,20181ae06389fa4f
in PPL B,3ddbf59bfb10c044
LEU para,313a218301ff7ab5
ms steps,c1968a18ebe8edc9
 dev dev,47e8fb7871e825af
 106 bas,5b714a8293828f75
e 6 512 ,a74632b0ee13ae37
2048 8 6,85aa767ce842fbb2
4 64 01 ,90e5cd0aed01e96e
01 100K ,97de1ac3411c725a
492 258 ,4d0091f2700d6743
65 A1 51,869d8b5ae392d8e8
2 512 52,94dee21ea5129dbd
9 249 4 ,8b16805f9247bf93
128 128 ,b43b4699bb3f0436
500 255 ,bdeb3cf8179852f0
16 32 32,2f4206a3d8768679
 491 258,3f825e9abe325e19
 32 16 1,73e69aa2c2553a45
6 501 25,c0d9f569ee1f0ec3
4 B16 51,44dbc442d1ab36f4
6 251 58,6bf9d99cc9141d3b
 32 501 ,8d375ce7a3f9ad7f
254 60 C,e14d6b4175aba40a
2 611 23,341ca9f75d92a839
7 36 4 5,5ec74ca96b51b0a7
19 253 5,1cfe638863e508a6
0 8 488 ,9ab18aa7095c4719
255 80 2,bdd01be86e3afa28
56 32 32,22957f93aac879d2
 575 245,b1d00093891e83f5
 28 1024,d97405e31c528701
 128 128,05a4530099130284
 466 260,d37f604bc8cadcac
 168 102,86648915c850c73b
4 512 25,0f9cd952cadd6951
4 53 409,65ef3d5f4a8d60cf
6 475 26,012cf5900151f9be
2 90 D00,497a96f9ca5b0ad5
 577 246,7e82124242bd0a2d
 02 495 ,5e756c30634346d8
255 00 4,2db1cbf7db4f9c25
67 253 0,3643f5ddef5b9c3b
2 547 25,8f1a46f60c03a469
7 E posi,35a8db9398ad038a
tional e,63c35ea02d0873dc
mbedding,ddb624e15f0b4764
 instead,daa1214f057cb694
 of sinu,2aa1ccb66e807625
soids 49,830fe575e72a9d56
2 257 bi,ea8ef1dc8e72ac9c
g 6 1024,6bf357c2213784ae
 4096 16,a1421f2e61b3397d
 03 300K,8f8c6b3b274309ef
 433 264,ab88805e2cdfd2ec
 213 dev,0b4f6cede48bf8e7
elopment,57cd31b0e020f568
 set new,80bb52d3bf107300
stest201,455279cfe2ae903d
3 We use,507ad769f9c9269c
d beam s,5e636d3f3b87436b
earch as,136f15687925b033
 describ,77b3241aae0dd2aa
ed in th,6c0f0420bdb8869d
e previo,49378f7b6746200c
us secti,e35867e8e361a7fc
on but n,d7978c565637af88
o checkp,8be3f79aa66cb826
oint ave,9431fe563575bf6a
raging W,1e8fcb50ea1948bb
e presen,6c79d48cfb7e6ae9
t these ,a6b28d6f7c86347f
results ,67b5151d67c2f217
in Table,1e6c5203a4e2512e
 3 In Ta,63bc4cba09961ff0
ble 3 ro,5ca5b3371c5d8b0a
ws A we ,e18afd8cb24ee527
vary the,baf8d83bb011991d
 number ,d4cd1891df2eed92
of atten,087ee5bfe87b3ec7
tion hea,d86aa609c96cf328
ds and t,b1f3a8c06813eff2
he atten,8455b104d5e39b19
tion key,842df4492d46450f
 and val,5f54ab84324a2e53
ue dimen,70c04f5015c1957f
sions ke,62691d9e077e2f2a
eping th,f97c6eabe0b63882
e amount,dccab58297e3570d
 of comp,80ae8432bff914d4
utation ,12d58f02a06f371a
constant,afbb1c8569d8c47f
 as desc,142e712a7a227c49
ribed in,2a28afd7f25fce0d
 Section,e0304d7040cbb13c
 322 Whi,e6ea96d64e9957af
le singl,112eba62e8cc020a
ehead at,6f18ecd4383caa0f
tention ,464d50c98f99a9cc
is 09 BL,bb2794d0876c5f9c
EU worse,3760efd31035a0df
 than th,e1adb85cc893fc27
e best s,7e6f53c6c3e4e168
etting q,59a00d7f0fb7dcbc
uality a,684b1b09f11f3341
lso drop,c0c91ed41e8652fd
s off wi,203850321a5a975d
th too m,6dbd69c6ab5c2d96
any head,f50c188ce95d8bf1
s In Tab,5a09190b7dd16d9b
le 3 row,6e7cd7bd1c262ced
s B we o,439e10f64690d06b
bserve t,c84edbb537eafbf8
hat redu,12231536a16c2076
cing the,738b37d72d006e59
 attenti,ab9f9fd18534cc10
on key s,b0f9d5389d4c6b63
ize dkhu,af77ffac4eaa1d6e
rts mode,96d28fa65d6ff7ef
l qualit,98660b54fa3fa366
y This s,7eb003b911533a49
uggests ,cc2fffdb0ce6e52e
that det,e9271a81d125f277
ermining,2b3c9fcfefd93ab2
 compati,4096871fc7c76eff
bility i,73367809c2f1ddec
s not ea,632d6e66613ab5ac
sy and t,3f5f09efabaf2c33
hat a mo,ecd60eb0428d9251
re sophi,86495a0b85c9f05b
sticated,b380d9536f8c9184
 compati,4096871fc7c76eff
bility f,95c4f8cc9a44e71e
unction ,d3ba920445f8f94a
than dot,9d02b93fe14aea5f
 product,b6de68b376c0c641
 may be ,03c110cdb7567b70
benefici,0d4b9ec03e868889
al We fu,329fae6232cb6b28
rther ob,7f886d5bf6fb757e
serve in,55156d05c7d7398b
 rows C ,5e635996626057c1
and D th,29fd8d0439add14d
at as ex,ee6880e17a41a9a6
pected b,5947008d74d9c65e
igger mo,98ea057531c47210
dels are,19d424b1c686cc58
 better ,9d517d4017e2bf2b
and drop,44271f098f8d1746
out is v,7f58a7115b2e2b80
ery help,2af8c3448e05e96b
ful in a,779ccc9f6f6c9eee
voiding ,0992167c5fd7b5cf
overfitt,335c10d8dd279f0b
ing In r,a51ab04e404250d1
ow E we ,afd2a9edca3589a9
replace ,8190ae52933bef17
our sinu,46e42c46aceef5a7
soidal p,e3499fc8d26fb1c9
ositiona,87ca331cb20ab396
l encodi,a7f1e261a39d536d
ng with ,ca41c13b77225cf2
learned ,d649951010cdfa30
position,2414468800e43760
al embed,5c23d8577f78f8dc
dings  9,46642ef7b72c383f
 and obs,264b293ffaf80209
erve nea,90778ade04968a28
rly iden,4fcbf40b1389e84a
tical re,d56811fa60dd9463
sults to,cd98e1b5be33680e
 the bas,176407296565668a
e model ,4a85d708e81d3529
63 Engli,9d6e663825000f27
sh Const,cfd7979d1db86387
ituency ,a82c66d92851f8ba
Parsing ,b012f837edbc8e36
To evalu,50805e1825a9a3a5
ate if t,cc3807214002b5a8
he Trans,f11720426a07cfbd
former c,832f93068a73698e
an gener,e743d5e7b88c2a94
alize to,26399409aa27f1e1
 other t,45d8560febd3a287
asks we ,eefdf8f82fb56fc4
performe,c3d77f94a6cf7ef3
d experi,f60308c0be3a17c8
ments on,47e018b5eb480037
 English,33e4ce2412d0513d
 constit,c03b9fd544541ac6
uency pa,f6b6295a09fb3454
rsing Th,a63253e327407e2f
is task ,4375bc5b3efaa2d8
presents,5327a0d9fcabf9ae
 specifi,0f0f38ba344b0e0a
c challe,f635af4264097a97
nges the,3ed537d65a969763
 output ,1cc779dca32ce7a2
is subje,d8f4fb95ee7566fe
ct to st,49c197117efe2966
rong str,74afe1460549dbb5
uctural ,37cce37df5cf8c5f
constrai,19dfebdc300a49d5
nts and ,7753768fd0b7704a
is signi,4884b16c4e027632
ficantly,9741a3116645b156
 longer ,041106c90a59d234
than the,0a6e9a3c29a2ded3
 input F,0e621a778418c865
urthermo,5d33ef25aa9ee229
re RNN s,2cf2fcdc6ed42d08
equencet,cecf46fd23d35e41
osequenc,2dab6d2cf4cfb0f7
e models,037848cf4c1804a3
 have no,cd50ff8ef96ba666
t been a,a338649f73f164fd
ble to a,6c6d17053ebd37cd
ttain st,ef171f8f702bc1ed
ateofthe,7e9a42a02490f928
art resu,e3d86bc499308229
lts in s,fa514d0e210e14ff
malldata,46f70d54cbaedee8
 regimes,301e0d5bcbf32a9d
 37 We t,03bcb00cbe73b020
rained a,89180df528f9f1a6
 4layer ,2f64cc72b73ac8cb
transfor,1589ac6aeca480db
mer with,b8c0aa54e41d4201
 dmodel ,60ac97f470f6f7e1
 1024 on,0a19fa6fae30fc86
 the Wal,e412a5f34c60ccfb
l Street,1d9f281e6ed76142
 Journal,0c22cafd26ec9a50
 WSJ por,74ad997ee79bcd30
tion of ,eea7a636fd5ec8a5
the Penn,10abfaa5f761db33
 Treeban,a67db4e093091e51
k  25 ab,035bf763bc7bc3a5
out 40K ,7985ba3db5ee4dd6
training,1fc0e75b48dd96bb
 sentenc,315f0387cfd84bfd
es We al,673a60a5b315fe48
so train,dd5bb25011b0128d
ed it in,3dd83d428500388e
 a semis,89a5352225ad99db
upervise,f433ead987d05f02
d settin,0ae0607d6570a6e9
g using ,4b4106f5e78714ec
the larg,fc92d19f99714df1
er highc,d17e230ebbfecc6a
onfidenc,367705c84bb53fb7
e and Be,b42e4c820316510c
rkleyPar,a331cf8f0a4b7121
ser corp,75f527c763d27005
ora from,6a5e372abd1c8222
 with ap,be8662eec31bdf25
proximat,bbc39c23deb1dfa9
ely 17M ,40914e695d18dd7f
sentence,8576ea6c43ab41f0
s 37 We ,c006f4e553e117ad
used a v,c95ce1ad35a2b404
ocabular,8db988912290531a
y of 16K,a58becd66ce77f15
 tokens ,73a4f4e5e9612191
for the ,4d58c5a90b0cfcca
WSJ only,aaee9236b6faeedf
 setting,c7ada1896857ee6e
 and a v,b42503114b2143bf
ocabular,8db988912290531a
y of 32K,8ab6f38fb1c8a41e
 tokens ,73a4f4e5e9612191
for the ,4d58c5a90b0cfcca
semisupe,136bfe902818e6ef
rvised s,8b8aaa345b3dab91
etting W,6354b251fd989705
e perfor,30932a3fb9cb2926
med only,d94a3ef0c8e65a5a
 a small,a820717b63514473
 number ,d4cd1891df2eed92
of exper,29cc06dd66dcf962
iments t,bf447c1139dd3f2f
o select,2526192c873d629c
 the dro,0a0916f6b31a22b3
pout bot,d5898052c1ff3d29
h attent,4aaec93c12577151
ion and ,cec771785ee165ae
residual,0b89f40c0ab6e7b0
 section,f47e349dc5251d20
 54 lear,ce6a28b8db0e4622
ning rat,7ef8de52fa5bf221
es and b,1c55ee5bad028197
eam size,921c4f51e55c03a8
 on the ,d4840f0425a2c266
Section ,d2143e4f9b33e980
22 devel,b712960317ace1fb
opment s,f7739058bb6e078a
et all o,20b499a097170e34
ther par,18640a4706298311
ameters ,f87868035130c30d
remained,57aad06f1f272587
 unchang,b0ee3ca79c07b78a
ed from ,3f2e0b082cebe9e2
the Engl,bddb1f4e9db99d44
ishtoGer,509263150ee3ff0a
man base,afdcec48bd720d1a
 transla,398858416401523a
tion mod,6b0becafb775dc87
el Durin,3adde436d2c87c39
g infere,9f7deb41ed29da3d
nce we 9,8f3f0cd997606fb3
Table 4 ,603d25c5cb73e73e
The Tran,63807cf62e0d95bb
sformer ,ce448f6ad4ccbfdd
generali,2a60a05f7a6dda8f
zes well,3fa775f37f9ab3bb
 to Engl,0dc1b4660ec57634
ish cons,347d4b211fbb5185
tituency,e13c0cbdffb856bb
 parsing,4f5450cedc577f80
 Results,610b024aae8fee90
 are on ,9539bf4bf7767b25
Section ,d2143e4f9b33e980
23 of WS,0df0c0b7019a6fdc
J Parser,e4ec66417e8a887c
 Trainin,e12f7e8f6cc9a95c
g WSJ 23,bc68d45f5d76801f
 F1 Viny,b070b6c44c3375c8
als  Kai,56cb75d3bb39383b
ser el a,6cdb916a3ad50697
l 2014 3,ff2188999c125a54
7 WSJ on,8289e1534beaa302
ly discr,ef0d958a696a1621
iminativ,316583bef72779e4
e 883 Pe,9a6d1882dd6417af
trov et ,da0dc10d9e47a320
al 2006 ,b186755d6e40071d
29 WSJ o,44336c8981e89682
nly disc,368603ef75501e23
riminati,a4d52304769565a5
ve 904 Z,c41a020ca589af9a
hu et al,e36361ca2e286a39
 2013 40,a5a8b41afa9d2ee1
 WSJ onl,48c36f436810dd86
y discri,3cd78a8057a1e052
minative,83c925956b18b1ca
 904 Dye,20bf179214aa634b
r et al ,3403397b2eec21a8
2016 8 W,1ff1f052327973c7
SJ only ,fd102b32ba006345
discrimi,cb9fa1a54a6761ea
native 9,62cb2345e988e926
17 Trans,0fcc01c2bfb31059
former 4,25f86bf39c99244d
 layers ,5500754dd39ca776
WSJ only,aaee9236b6faeedf
 discrim,1c0c52dcfae7a032
inative ,ab4e9d51a283de03
913 Zhu ,81536633737a86bb
et al 20,7c7c55f00cf783f2
13 40 se,a80cdbab8fcb7ad4
misuperv,91afe29856733395
ised 913,11bf289506c5bbd7
 Huang  ,5ba481faff901da8
Harper 2,89d8478f684afa5b
009 14 s,724ad809b52c7f05
emisuper,4c38129ac196afce
vised 91,d64e0e743a0246f5
3 McClos,d9f78c973426d608
ky et al,f1097f035de212da
 2006 26,e25726010446fc44
